year,title,citations
09,The Chinese Aspect Generation Based on Aspect Selection Functions,0
09,Quantitative modeling of the neural representation of adjective-noun phrases to account for fMRI activation,0
09,Capturing Salience with a Trainable Cache Model for Zero-anaphora Resolution,3
09,Conundrums in Noun Phrase Coreference Resolution: Making Sense of the State-of-the-Art,6
09,A Novel Discourse Parser Based on Support Vector Machine Classification,4
09,Genre distinctions for discourse in the Penn TreeBank,4
09,Automatic sense prediction for implicit discourse relations in text,9
09,A Framework of Feature Selection Methods for Text Categorization,6
09,"Mine the Easy, Classify the Hard: A Semi-Supervised Approach to Automatic Sentiment Classification",5
09,Modeling Latent Biographic Attributes in Conversational Genres,2
09,A Graph-based Semi-Supervised Learning for Question-Answering,2
09,Combining Lexical Semantic Resources with Question & Answer Archives for Translation-Based Answer Finding,2
09,Answering Opinion Questions with Random Walks on Graphs,6
09,What lies beneath: Semantic and syntactic analysis of manually reconstructed spontaneous speech,0
09,Discriminative Lexicon Adaptation for Improved Character Accuracy - A New Direction in Chinese Language Modeling,0
09,Improving Automatic Speech Recognition for Lectures through Transformation-based Rules Learned from Minimal Data,1
09,Quadratic-Time Dependency Parsing for Machine Translation,3
09,A Gibbs Sampler for Phrasal Synchronous Grammar Induction,4
09,Source-Language Entailment Modeling for Translating Unknown Terms,2
09,Case markers and Morphology: Addressing the crux of the fluency problem in English-Hindi SMT,1
09,Dependency Based Chinese Sentence Realization,0
09,Incorporating Information Status into Generation Ranking,2
09,A Syntax-Free Approach to Japanese Sentence Compression,1
09,Application-driven Statistical Paraphrase Generation,5
09,Semi-Supervised Cause Identification from Aviation Safety Reports,0
09,SMS based Interface for FAQ Retrieval,6
09,Semantic Tagging of Web Search Queries,2
09,Mining Bilingual Data from the Web with Adaptively Learnt Patterns,5
09,Comparing Objective and Subjective Measures of Usability in a Human-Robot Dialogue System,2
09,Setting Up User Action Probabilities in User Simulations for Dialog System Development,0
09,Dialogue Segmentation with Large Numbers of Volunteer Internet Annotators,0
09,Robust Approach to Abbreviating Terms: A Discriminative Latent Variable Model with Global Information,1
09,A non-contiguous Tree Sequence Alignment-based Model for Statistical Machine Translation,2
09,Better Word Alignments with Supervised ITG Models,10
09,Confidence Measure for Word Alignment,2
09,A Comparative Study of Hypothesis Alignment and its Improvement for Machine Translation System Combination,1
09,Incremental HMM Alignment for MT System Combination,4
09,K-Best A* Parsing,1
09,Coordinate Structure Analysis with Global Structural Constraints and Alignment-Based Local Features,0
09,Learning Context-Dependent Mappings from Sentences to Logical Form,9
09,An Optimal-Time Binarization Algorithm for Linear Context-Free Rewriting Systems with Fan-Out Two,3
09,A Polynomial-Time Parsing Algorithm for TT-MCTAG,5
09,Distant supervision for relation extraction without labeled data,1
09,Multi-Task Transfer Learning for Weakly-Supervised Relation Extraction,2
09,Unsupervised Relation Extraction by Mining Wikipedia Texts Using Information from the Web,5
09,Phrase Clustering for Discriminative Learning,12
09,Semi-Supervised Active Learning for Sequence Labeling,5
09,Word or Phrase? Learning Which Unit to Stress for Information Retrieval,0
09,A Generative Blog Post Retrieval Model that Uses Query Expansion based on External Collections,6
09,Language Identification of Search Engine Queries,4
09,Exploiting Bilingual Information to Improve Web Search,2
09,Variational Inference for Grammar Induction with Prior Knowledge,1
09,Bypassed alignment graph for learning coordination in Japanese sentences,0
09,An Earley Parsing Algorithm for Range Concatenation Grammars,0
09,Using Syntax to Disambiguate Explicit Discourse Connectives in Text,3
09,Hybrid Approach to User Intention Modeling for Dialog Simulation,1
09,Homophones and Tonal Patterns in English-Chinese Transliteration,1
09,Capturing Errors in Written Chinese Words,0
09,A Novel Word Segmentation Approach for Written Languages with Word Boundary Markers,0
09,Part of Speech Tagger for Assamese Text,1
09,Improving data-driven dependency parsing using large-scale LFG grammars,2
09,Incremental Parsing with Monotonic Adjoining Operation,0
09,Bayesian Learning of a Tree Substitution Grammar,4
09,A Unified Single Scan Algorithm for Japanese Base Phrase Chunking and Dependency Parsing,0
09,Comparing the Accuracy of CCG and Penn Treebank Parsers,2
09,A Framework for Entailed Relation Recognition,1
09,A Combination of Active Learning and Semi-supervised Learning Starting with Positive and Unlabeled Examples for Word Sense Disambiguation: An Empirical Study on Japanese Web Search Query,0
09,Detecting Compositionality in Multi-Word Expressions.,1
09,Directional Distributional Similarity for Lexical Expansion,0
09,Generalizing over Lexical Features: Selectional Preferences for Semantic Role Classification,3
09,A Syntactic and Lexical-Based Discourse Segmenter,2
09,Realistic Grammar Error Simulation using Markov Logic,1
09,Discriminative Approach to Predicate-Argument Structure Analysis with Zero-Anaphora Resolution,2
09,Predicting Barge-in Utterance Errors by using Implicitly-Supervised ASR Accuracy and Barge-in Rate per User,1
09,Automatic Generation of Information-seeking Questions Using Concept Clusters,0
09,Correlating Human and Automatic Evaluation of a German Surface Realiser,1
09,Leveraging Structural Relations for Fluent Compressions at Multiple Compression Rates,0
09,Query-Focused Summaries or Query-Biased Summaries?,3
09,Using Generation for Grammar Analysis and Error Detection,1
09,An Integrated Multi-document Summarization Approach based on Word Hierarchical Representation,1
09,Co-Feedback Ranking for Query-Focused Summarization,0
09,Reducing SMT Rule Table with Monolingual Key Phrase,1
09,A Statistical Machine Translation Model Based on a Synthetic Synchronous Grammar,0
09,English-Chinese Bi-Directional OOV Translation based on Web Mining and Supervised Learning,1
09,The Backtranslation Score: Automatic MT Evalution at the Sentence Level without Reference Translations,1
09,Sub-Sentence Division for Tree-Based Machine Translation,1
09,Asynchronous Binarization for Synchronous Grammars,1
09,Hidden Markov Tree Model in Dependency-based Machine Translation,0
09,Word to Sentence Level Emotion Tagging for Bengali Blogs,4
09,Extracting Comparative Sentences from Korean Text Documents Using Comparative Lexical Patterns and Machine Learning Techniques,1
09,Opinion and Generic Question Answering Systems: a Performance Analysis,2
09,Automatic Satire Detection: Are You Having a Laugh?,3
09,Hierarchical Multi-Label Text Categorization with Global Margin Maximization,0
09,Toward finer-grained sentiment identification in product reviews through linguistic and ontological analyses,2
09,Finding Hedges by Chasing Weasels: Hedge Detection Using Wikipedia Tags and Shallow Linguistic Features,4
09,Mining User Reviews: from Specification to Summarization,0
09,An Ontology-Based Approach for Key Phrase Extraction,1
09,Query Segmentation Based on Eigenspace Similarity,3
09,Learning Semantic Categories from Clickthrough Logs,2
09,A Rose is a Roos is a Ruusu: Querying Translations for Web Image Search,0
09,Extracting Paraphrases of Technical Terms from Noisy Parallel Software Corpora,2
09,Mining Association Language Patterns for Negative Life Event Classification,0
09,Automatic Compilation of Travel Information from Automatically Identified Travel Blogs,0
09,Play the Language: Play Coreference,1
09,Chinese Term Extraction Using Different Types of Relevance,2
09,iChi: a bilingual dictionary generating tool,0
09,CATiB: The Columbia Arabic Treebank,4
09,A Beam-Search Extraction Algorithm for Comparable Data,3
09,Optimizing Word Alignment Combination For Phrase Table Training,2
09,Bridging Morpho-Syntactic Gap between Source and Target Sentences for English-Korean Statistical Machine Translation,1
09,"Toward Smaller, Faster, and Better Hierarchical Phrase-based SMT",1
09,Handling phrase reorderings for machine translation,2
09,Syntax is from Mars while Semantics from Venus! Insights from Spectral Analysis of Distributional Similarity Networks,2
09,Introduction of a new paraphrase generation tool based on Monte-Carlo sampling,1
09,Prediction of Thematic Rank for Structured Semantic Role Labeling,1
09,"Transfer Learning, Feature Selection and Word Sense Disambiguation",1
09,From Extractive to Abstractive Meeting Summaries: Can It Be Done by Sentence Compression?,4
09,Automatic Story Segmentation using a Bayesian Decision Framework for Statistical Models of Lexical Chain Features,2
09,Investigating Pitch Accent Recognition in Non-native Speech,0
09,A Stochastic Finite-State Morphological Parser for Turkish,1
09,Parsing Speech Repair without Specialized Grammar Symbols,0
09,Efficient Inference of CRFs for Large-Scale Natural Language Data,1
09,Iterative Scaling and Coordinate Descent Methods for Maximum Entropy,3
09,Automatic Cost Estimation for Tree Edit Distance Using Particle Swarm Optimization,2
09,Markov Random Topic Fields,0
09,Multi-Document Summarization using Sentence-based Topic Models,7
09,Validating the web-based evaluation of NLG systems,1
09,Extending a Surface Realizer to Generate Coherent Discourse,0
09,The Lie Detector: Explorations in the Automatic Recognition of Deceptive Language,0
09,Generalizing Dependency Features for Opinion Mining,3
09,Graph Ranking for Sentiment Transfer,2
09,The Contribution of Stylistic Information to Content-based Mobile Spam Filtering,1
09,Learning foci for Question Answering over Topic Maps,1
09,Do Automatic Annotation Techniques Have Any Impact on Supervised Complex Question Answering?,0
09,A Note on the Implementation of Hierarchical Dirichlet Processes,1
09,A Succinct N-gram Language Model,1
09,Modeling Morphologically Rich Languages Using Split Words and Unstructured Dependencies,2
09,Improved Smoothing for N-gram Language Models Based on Ordinary Counts,2
09,Updating a Name Tagger Using Contemporary Unlabeled Data,0
09,Arabic Cross-Document Coreference Resolution,0
09,The Impact of Query Refinement in the Web People Search Task,0
09,Composite Kernels For Relation Extraction,3
09,Predicting Unknown Time Arguments based on Cross-Event Propagation,2
09,Sense-based Interpretation of Logical Metonymy Using a Statistical Method,1
09,Insights into Non-projectivity in Hindi,3
09,Annotating and Recognising Named Entities in Clinical Notes,2
09,Paraphrase Recognition Using Machine Learning to Combine Similarity Measures,3
09,A System for Semantic Analysis of Chemical Compound Names,0
09,Sentence diagram generation using dependency parsing,0
09,Accurate Learning for Chinese Function Tags from Minimal Features,1
09,Optimizing Language Model Information Retrieval System with Expectation Maximization Algorithm,0
09,Data Cleaning for Word Alignment,1
09,The Modulation of Cooperation and Emotion in Dialogue: The REC Corpus,0
09,Clustering Technique in Multi-Document Personal Name Disambiguation,1
09,Creating a Gold Standard for Sentence Clustering in Multi-Document Summarization,0
09,WISDOM: A Web Information Credibility Analysis Systematic,0
09,LX-Center: a center of online linguistic services,0
09,A Tool for Deep Semantic Encoding of Narrative Texts,1
09,ProLiV - a Tool for Teaching by Viewing Computational Linguistics,0
09,A Web-Based Interactive Computer Aided Translation Tool,6
09,MARS: Multilingual Access and Retrieval System with Enhanced Query Translation and Document Retrieval,2
09,Demonstration of Joshua: An Open Source Toolkit for Parsing-based Machine Translation,2
09,WikiBABEL: A Wiki-style Platform for Creation of Parallel Data,1
09,System for Querying Syntactically Annotated Corpora,3
09,A NLG-based Application for Walking Directions,1
09,Combining POMDPs trained with User Simulations and Rule-based Dialogue Management in a Spoken Dialogue System,2
09,Fundamentals of Chinese Language Processing,12
09,Topics in Statistical Machine Translation,0
09,"Semantic Role Labeling: Past, Present and Future",77
09,Computational Modeling of Human Language Acquisition,1
09,Learning to Rank,19
09,State-of-the-art NLP Approaches to Coreference Resolution: Theory and Practical Recipes,2
